,b1,b2,b3,b4,M,R,C,accuracy,b1_base,b2_base,b3_base,b4_base,M_base,R_base,C_base,accuracy_base
0,0.3598788045294635,0.23081866565944045,0.15781662915454547,0.11111754789438572,0.16423024133147746,0.302140086736465,0.40980677798986714,0.8456845238095239,0.3316666666666513,0.1860414651836346,0.10558826178758345,0.06242124628671775,0.15671930691393565,0.22295523776340762,0.056794179211709026,0.9043154761904761
1,0.35969971852440596,0.22372889616061606,0.1441076692283213,0.09310366823501719,0.1593684216480917,0.2928258585286006,0.28640952844864354,0.8480654761904762,0.33194444444442905,0.18984002075599432,0.10896692282652722,0.06657002802438966,0.1594254880499644,0.22643755150096662,0.07567376690517184,0.9028273809523809
2,0.3520323305549374,0.2222021436894411,0.14795913032750607,0.100980320470033,0.15863881385545348,0.2893588268734059,0.2943028557552635,0.846577380952381,0.33050925925924396,0.18444828790338674,0.10453400732488419,0.06254052299150162,0.15535646697218933,0.21932707789816144,0.05648119057298518,0.9063988095238096
3,0.3635637670027451,0.22790537192460536,0.15016905932220312,0.10067117033647435,0.16095855698806683,0.28778570009248977,0.2864935191959168,0.8394345238095238,0.32768518518517,0.1847535478868726,0.10633349713263833,0.06352147920539661,0.1587285638071419,0.220937504407984,0.057190761144504505,0.9020833333333333
4,0.3623138158725179,0.22359601691317263,0.14489762550895144,0.09600122965594188,0.1595534481051758,0.2907200327465496,0.268004947915194,0.8455357142857143,0.3263888888888738,0.18066236157231486,0.10260033816508082,0.06178473498817181,0.15751638156505401,0.21970224758469514,0.07518365626139055,0.9013392857142857
5,0.3627657289217169,0.23097481402320438,0.1539799737250059,0.1050677072112285,0.1617433404430014,0.2986957880460279,0.37526823523457603,0.8471726190476191,0.3291666666666514,0.18483373637138567,0.10582507987896926,0.06425668569460896,0.15452608088777453,0.22137308462314464,0.06275378332691682,0.8994047619047619
6,0.35469920788587245,0.22348351358390905,0.1477702135635578,0.10125687541578661,0.1585028338818334,0.2908502671453866,0.3198385085531703,0.84375,0.32662037037035524,0.18255692581305838,0.1056821006500894,0.06573945763195592,0.15477992700383525,0.22066840368940538,0.09611150423253453,0.8928571428571429
7,0.376341678970322,0.2407645132916344,0.16253980695131573,0.11128205214262397,0.16862513159555823,0.30443085921105356,0.36559843008630705,0.8461309523809524,0.3285185185185033,0.18422999657657577,0.1049017425454308,0.06322159461397917,0.16097798175606176,0.22479108636179834,0.06258419252819955,0.9025297619047619
8,0.35367954478586144,0.22359382436514275,0.15037424114773015,0.1041618018271434,0.15851843886139003,0.2963974049005707,0.35632673121233405,0.846577380952381,0.33236111111109573,0.18555890583226342,0.10525523282759432,0.0630377642944266,0.15378429386179074,0.22424786217268114,0.05408637721186403,0.9020833333333333
9,0.36648418307710684,0.2303102161922489,0.15322000447654227,0.10429546120735464,0.16602477743986893,0.2963011438019322,0.3254103571551623,0.8508928571428571,0.33694444444442884,0.190721483696596,0.10964707382271534,0.06682671490616472,0.16428458847165592,0.23305177254980203,0.07830292454959727,0.9061011904761904
10,0.3696774328434117,0.23029041022984167,0.15176698216029685,0.10187195036760924,0.16383081796021357,0.2952525368834861,0.3502729659379644,0.8419642857142857,0.32995370370368843,0.18719497378555527,0.10881952272025149,0.06751158758699013,0.1594384354043164,0.22442888596149785,0.0967110349491508,0.9019345238095238
