,b1,b2,b3,b4,M,R,C,accuracy
0,0.5055012847526573,0.338830316458532,0.2057788658494685,0.11458231057870556,0.21252547470268238,0.2778219871360542,0.26248724129415046,0.7380952380952381
1,0.49999999999994515,0.3341487773513178,0.20180923772099815,0.11323046228256818,0.22539252924106135,0.2769114936881411,0.25020963925523043,0.7467261904761905
2,0.5076673649724923,0.3397264051182038,0.2092164367142668,0.12122551298192996,0.21499625122977586,0.2778195945430177,0.27376482898915366,0.7383928571428572
3,0.5049342105262604,0.3375668365409506,0.20570739930135615,0.11670269127392788,0.21473181039414527,0.2709603791801831,0.2357550216338953,0.7467261904761905
4,0.4823271255547639,0.31716353017689336,0.19125478805039586,0.10814241542450115,0.20051769720690163,0.2674794953731544,0.25165205841064886,0.7360119047619048
5,0.4863086952370078,0.32221370635841295,0.19441037287653598,0.10915763531169508,0.203626722205063,0.2756845307244921,0.22793300411494463,0.7366071428571429
6,0.4998272112300119,0.32741841123224463,0.195301552752138,0.10905954864487165,0.20898220341739882,0.27200943794139776,0.2606738571319758,0.7464285714285714
7,0.4957236842104719,0.33128754472894284,0.2020134986697734,0.11398496832938101,0.2121421343344347,0.2717227010496997,0.25356723685356164,0.7440476190476191
8,0.49725877192977,0.3326428659632605,0.20266807722792335,0.11729446824483454,0.20827707889485236,0.2708044134659102,0.2534898196684169,0.7514880952380952
9,0.502413334600741,0.33189276051107575,0.20107158023982416,0.1114476109727666,0.2088084004819902,0.27413622219875394,0.26425756676985573,0.7398809523809524
10,0.5063270218715044,0.3379641683483887,0.2045245173953151,0.11525249156558924,0.2117455152721498,0.2733522200843505,0.23538925991429072,0.7511904761904762
11,0.5016447368420502,0.33461351048447263,0.20071781958298018,0.11070080422746607,0.2134394134530092,0.2770864500825777,0.26404607073345565,0.7517857142857143
12,0.4973857614623417,0.3316957026799382,0.202470652189994,0.11381547631269752,0.2098803651442393,0.2738856762886632,0.24494392433543008,0.7464285714285714
13,0.48759740100303617,0.3214370164846322,0.19673737304732694,0.1126387311750204,0.20309155248630395,0.2673803595278944,0.22894412893144694,0.7517857142857143
14,0.49059036570986986,0.3238802749639991,0.1958028939791802,0.10862544995302842,0.20511334519969165,0.27213252647070346,0.23328744726295972,0.7330357142857142
15,0.5099062670246983,0.34059174789700697,0.20876229472793892,0.11887474460771866,0.2139462221651075,0.27370336097562337,0.2697973252598234,0.7401785714285715
16,0.516337719298189,0.3431412720880653,0.2092186914483336,0.11685022882508218,0.22079681626379902,0.27833384742584977,0.28350529327399576,0.7392857142857143
