,b1,b2,b3,b4,M,R,C,accuracy,b1_base,b2_base,b3_base,b4_base,M_base,R_base,C_base,accuracy_base
0,0.3570743724259264,0.22380901965998296,0.1487826256463544,0.10079346467927874,0.15937828567346765,0.2905903706029493,0.3534318945740683,0.8526785714285714,0.44054852480143225,0.28773722518908906,0.197120739515058,0.1342556179556469,0.18486274007187367,0.27472049443846985,0.278288952302857,0.9043154761904761
1,0.3727666353940271,0.236325379473712,0.1571787774587114,0.10585941971009902,0.1654912002333549,0.299218880238013,0.3257470320128473,0.85,0.4446453074899819,0.2910381295550951,0.19953233054218208,0.13577419190768833,0.18729519268272515,0.27819327714325737,0.25611251656078415,0.9050595238095238
2,0.3572246706565041,0.2250503032172759,0.14875207095007087,0.09961496651507404,0.1593627607232242,0.2927292328457961,0.2895666114144602,0.8453869047619048,0.4288327838821145,0.27873971027166833,0.18831278936599014,0.12610339256334646,0.1802955090262844,0.27039050432009654,0.25862311455668857,0.9069940476190477
3,0.37178072657210015,0.23537218570389326,0.15779478558737645,0.10926755229695118,0.1663531619648502,0.30023639270796515,0.3688050685626631,0.8581845238095238,0.4451050241014577,0.29027051325967623,0.19666033089301857,0.13161743812422766,0.18582526092190008,0.2794463561761807,0.2602770933800044,0.905952380952381
4,0.3559429787498755,0.22548980948534877,0.1491745092198048,0.0995869705192198,0.15953164690136745,0.29240607956313575,0.31868109161774144,0.8501488095238096,0.4315396469138492,0.279526734178264,0.18881212500996777,0.12673368160523413,0.18045972985162034,0.27584896713090495,0.24986543556538793,0.8991071428571429
5,0.35841920079166656,0.22835914881190716,0.15412293106919545,0.10670952994644975,0.16092689060025678,0.28931612231757975,0.35673870973785865,0.8508928571428571,0.43657362391799487,0.28478324332925575,0.1949244670507924,0.1334067767887429,0.18289355385569556,0.27373201669634156,0.2842337158237667,0.9049107142857142
6,0.3707740321473684,0.2329149826381316,0.1548605061930927,0.10628825473571779,0.16448174046904254,0.29410206102571124,0.3367998138825057,0.8413690476190476,0.4461380831252403,0.28897636690094763,0.19589782322446203,0.13130019604468382,0.1860764988095895,0.27501568800686926,0.26533253355041214,0.9010416666666666
7,0.3533375058194084,0.2236007436371098,0.14693758768137433,0.09857373805360607,0.15845433468051698,0.29388486764762384,0.32230390626215155,0.8427083333333333,0.42607076599521565,0.27563567068131933,0.18694733084970516,0.1271536072503774,0.1795599420310596,0.26769240225101865,0.28118645632348643,0.8986607142857143
8,0.3697983827291571,0.23464764430388851,0.154706251383471,0.10207327149719377,0.16750461316545412,0.3033280675988917,0.30803293969736245,0.8488095238095238,0.44610282015259295,0.2905714099573372,0.19829591463235535,0.13466357373950846,0.18736154309575087,0.2779736632998761,0.27033129923559,0.9029761904761905
9,0.3599912152760337,0.22880514328388293,0.15335684196912983,0.10475071759611317,0.1623333467510745,0.296304311208806,0.3347508045382581,0.8529761904761904,0.4412273533208044,0.2887932436658729,0.19584579200299684,0.1305128952615282,0.18596897508317986,0.27343920628549656,0.2487396529124026,0.9077380952380952
10,0.35760583381376654,0.2275203802563764,0.1536430320256649,0.10651624296134252,0.16218006940367818,0.29721255625918064,0.3826545643839381,0.8507440476190476,0.4378272552950088,0.2839294237302625,0.19453915098208013,0.13222491642223283,0.18446756570033457,0.2735371219101124,0.27148155794250034,0.9058035714285714
11,0.37016159606726723,0.23463561699476157,0.15736682279526523,0.10782098968931612,0.1662860348534154,0.302011145104499,0.3579627708935689,0.8485119047619047,0.4421978419276103,0.2861288455291652,0.1923850615835643,0.12694946785547354,0.18469548743827574,0.27237348865881367,0.23826037477102796,0.9098214285714286
12,0.35235457508683465,0.21822491130782737,0.14226206483139553,0.09447950157376746,0.1571391386669424,0.2876569218192804,0.30062297917168146,0.8459821428571429,0.42913601888246505,0.27762075816320936,0.18805649030842514,0.1263935296442058,0.18047696775481126,0.27146492334572897,0.26439184113023184,0.9038690476190476
