,b1,b2,b3,b4,M,R,C,accuracy
0,0.351018518518486,0.20253059342687446,0.1187210939285107,0.07413932560236933,0.17227288831026524,0.24308849070509353,0.11090586145808108,0.9098214285714286
1,0.3370370370370058,0.186175173656932,0.10189623339733274,0.05881385922929277,0.1643934174355124,0.2324849825290163,0.08154957262844446,0.9083333333333333
2,0.3423148148147831,0.1932444936949753,0.1128344427674604,0.06877665446923835,0.1661717909245911,0.2341738777057887,0.08052968371974713,0.8994047619047619
3,0.3417592592592276,0.18953511152732827,0.10536094166035,0.0625587528762098,0.1667664895183218,0.23512870808180916,0.0656780319230479,0.906547619047619
4,0.3460185185184865,0.1947923925065968,0.11324537145263411,0.06982664865736102,0.17240404061240452,0.23813588843346511,0.1151090955019159,0.9083333333333333
5,0.3522222222221896,0.1981365737360079,0.11615794997156838,0.075046270233318,0.16459414400065517,0.2325637867883215,0.14474951027679278,0.90625
6,0.34787037037033813,0.194721731400392,0.11555785701040792,0.07574327712674933,0.16763635971499916,0.2425637806514317,0.15891455510766964,0.906547619047619
7,0.3566666666666336,0.20232549533016936,0.116537261296744,0.07000939593476012,0.166421941386094,0.23380305006510263,0.08754938233282387,0.9026785714285714
8,0.35111111111107857,0.19832739147366113,0.11753442864229321,0.07505424297669866,0.17165822267552058,0.23772360905399934,0.1462354556189874,0.9095238095238095
9,0.34314814814811634,0.19230031767348152,0.1091596942001148,0.06698271539872794,0.16527279227474728,0.2369116105805596,0.10280831059996241,0.90625
10,0.340555555555524,0.1917407630161446,0.11042828693232758,0.06841574811466125,0.17215816172038514,0.2333870499650366,0.11703098183262337,0.9074404761904762
11,0.34546296296293094,0.19455189581583943,0.11539892238648292,0.07449446822819897,0.16883613251840568,0.24434817113634064,0.15953636500763657,0.9026785714285714
12,0.34398148148144964,0.188688596087532,0.10313662358783934,0.05868825189965429,0.1687074967881285,0.23324237904500636,0.07723458693490573,0.905952380952381
13,0.3459259259258939,0.18956707574497952,0.10516329788871759,0.06162550879884086,0.16343765542119204,0.22907517277238318,0.07637494741641483,0.9089285714285714
14,0.3467592592592271,0.1916032961408142,0.10869539676681558,0.0665538849021405,0.16556120363698315,0.23101307843119423,0.10916200005620372,0.9098214285714286
15,0.35194444444441186,0.19526216944100483,0.10987114671246878,0.06720174253732061,0.16627156608144208,0.23540248841204722,0.11861666670524942,0.90625
16,0.3470370370370049,0.19932836511154076,0.11728005969624783,0.0732607106305284,0.17204674000319414,0.24088666843038814,0.12484050201555835,0.9074404761904762
17,0.3441666666666348,0.19502391558859652,0.11400066019709107,0.07191727756525329,0.16793316423897936,0.23633779646841585,0.11287943979722263,0.9092261904761905
18,0.33583333333330223,0.18230059501942997,0.09972768333065778,0.057095595076592884,0.16307968216234658,0.2275436305210293,0.06745241141796553,0.9077380952380952
19,0.3516666666666341,0.2023063826841353,0.12350305313503628,0.08275830131650164,0.1696808317412492,0.24124321129826562,0.184403045152194,0.9053571428571429
20,0.3483333333333011,0.1974578013989977,0.11579867040919385,0.07422139337160083,0.165238379207126,0.2382381584993055,0.17274919947282444,0.9050595238095238
21,0.3421296296295979,0.1881800005638931,0.10649681815578313,0.06245802849824307,0.15788468311394144,0.22783122141870185,0.06661298450246932,0.9017857142857143
22,0.33231481481478403,0.182208705268236,0.09893311440958578,0.056489482207473615,0.16503773112786516,0.22449730747692778,0.05416999961361594,0.906547619047619
23,0.3463888888888568,0.19029814460045863,0.1057482292415236,0.06086759752687511,0.16611300453744238,0.23100526225209808,0.06724235331671581,0.9038690476190476
24,0.3506481481481157,0.19961558173492622,0.11701793384939636,0.07262459079628908,0.17255315848174954,0.240876975254323,0.09571218983157369,0.9068452380952381
25,0.3429629629629312,0.19367904913559195,0.11319298052877287,0.07103834014039336,0.16627377552469774,0.23233147072770924,0.1265133503278334,0.8985119047619048
26,0.3417592592592276,0.19756128380474386,0.11732321417231309,0.07643068151273823,0.1684204771758345,0.23653825729567451,0.15201482243351847,0.9080357142857143
27,0.3529629629629303,0.20440316474999254,0.1240048906485794,0.08208556422011479,0.17485136533843676,0.2444029179602633,0.197181955818788,0.9083333333333333
28,0.35009259259256015,0.19787204884277165,0.11520325501382932,0.07073012336452056,0.16592878350579593,0.23389298437468625,0.10587190700957853,0.9026785714285714
29,0.3527777777777451,0.20229572042353203,0.12038770164477473,0.07689698316185287,0.16834106392895828,0.24000371073233637,0.11237234123990794,0.906547619047619
30,0.3421296296295979,0.1903199374512914,0.10544154981593913,0.062114957858493046,0.17126294666404424,0.23831821945628182,0.07352938652530475,0.9098214285714286
31,0.3436111111110793,0.1936100423140325,0.11202002772641594,0.06988044331453823,0.16556302029713338,0.2344174510935707,0.11035037716781952,0.9077380952380952
32,0.34398148148144964,0.1925336761978309,0.10709929328790348,0.062474433107759166,0.16910940402037322,0.23883237827144768,0.05785362846453955,0.9068452380952381
33,0.3342592592592283,0.18574751532671885,0.10076180031472796,0.057803611983935826,0.1670236380629173,0.23087014256969907,0.0802060533112824,0.9041666666666667
34,0.3539814814814487,0.20122956079851162,0.11736367293938924,0.07319786164708345,0.16867379711978875,0.24419272947536808,0.11076267122106682,0.9038690476190476
35,0.35351851851848576,0.20034740275360682,0.1193410142218634,0.07813133206509006,0.1705566342372126,0.24424053412488203,0.15173927376422233,0.9083333333333333
36,0.3376851851851539,0.18797720325133352,0.10529999481089583,0.061186057695651344,0.16745981703995536,0.23293004346742072,0.0796266949597641,0.9080357142857143
37,0.3347222222221912,0.18373213339921796,0.10319926525629104,0.06305714760133492,0.15963765391844878,0.22652701212543605,0.09896193656138833,0.9041666666666667
38,0.34018518518515367,0.1957939282655921,0.11644009671164222,0.07443476180120161,0.16709650849261118,0.23385830491294962,0.16416460599395777,0.9041666666666667
39,0.3577777777777446,0.21481434314354655,0.13817610786034815,0.09865900384585477,0.1745595271808412,0.2441407741500434,0.3075134232723772,0.9071428571428571
40,0.3389814814814501,0.19470673597259486,0.11536821656905352,0.07438725204664674,0.16589196995887773,0.23952335230891447,0.1375925522192043,0.9041666666666667
41,0.3347222222221912,0.1869812549122121,0.10553956649177558,0.06488693247890022,0.1671526257938462,0.2339054712534035,0.11581152874142259,0.9119047619047619
42,0.340555555555524,0.18705826191366634,0.10454453396936478,0.06345193557183873,0.16761124294430635,0.23151878926935712,0.122818972509259,0.9047619047619048
43,0.34287037037033863,0.19137604228921315,0.10625206525724697,0.06160050106857568,0.1637325855072533,0.23362263984655238,0.06724362344545985,0.9044642857142857
44,0.34138888888885727,0.19348487073157217,0.11090064116007547,0.06810589285005304,0.16113494925203292,0.22927225254631234,0.10007965990812498,0.9095238095238095
45,0.3395370370370056,0.1920407206762687,0.11357871159702475,0.07333661147592326,0.1652034048035004,0.22973652129855146,0.14586632694897475,0.9035714285714286
46,0.3354629629629319,0.18887749241465032,0.11103467739372953,0.0708936079679707,0.16613698595961546,0.23282582020181358,0.11278423774355242,0.9068452380952381
47,0.34898148148144914,0.19562462013601414,0.11347177520768172,0.07096762413039269,0.16962170446096167,0.23716324337733224,0.11010154488445414,0.8982142857142857
48,0.35092592592589344,0.19777163301938214,0.11666863272465426,0.07482792758395539,0.16466620104998278,0.23335452829589082,0.16156263797388745,0.9026785714285714
49,0.3458333333333013,0.19109041338029426,0.10830059693198903,0.06647998752793068,0.16755374462496905,0.23252470792965088,0.10910473727293968,0.9089285714285714
50,0.3374999999999687,0.18995551213613762,0.10925575230403205,0.06878276445464614,0.17311695410761788,0.23821047282799462,0.106473917500958,0.9077380952380952
51,0.34490740740737547,0.19531730493526628,0.11542459512143453,0.0740414974236947,0.1705312603576282,0.2355274351462798,0.15007765692539715,0.9083333333333333
52,0.35018518518515274,0.20618683775907576,0.12890858485301504,0.08852597287937695,0.17980210060157492,0.24642024008710353,0.24572088850549137,0.9026785714285714
53,0.33814814814811683,0.19355949415559745,0.11399080156920456,0.07220714184091438,0.1714248106657317,0.2422019199003369,0.11040806246184598,0.9044642857142857
54,0.34490740740737547,0.19236863202303234,0.10745376529920905,0.062250243322467334,0.16963153799394468,0.2305166284449765,0.09120657565870831,0.9044642857142857
55,0.3388888888888575,0.1895857614451945,0.1076312179047264,0.06518936818064446,0.16637377711706453,0.22957315436338702,0.10111969517585345,0.9056547619047619
56,0.33574074074070964,0.18692565419546345,0.10551864330206814,0.06274724700978375,0.16540694474346102,0.22910689094007505,0.07332460939076876,0.9029761904761905
57,0.34666666666663454,0.19157771321845693,0.10715903413123208,0.06199444871709731,0.1670240423369301,0.2364545686933055,0.07027657176743259,0.9008928571428572
