,b1,b2,b3,b4,M,R,C,accuracy,b1_base,b2_base,b3_base,b4_base,M_base,R_base,C_base,accuracy_base
0,0.36812798152786874,0.23438247635430137,0.1580662652509508,0.11041507134221097,0.16483627095945763,0.29815317812801584,0.36924904454458496,0.8482142857142857,0.4955043859648851,0.3309614559443969,0.20213980300837533,0.11311562944788488,0.20949199012276776,0.2723367129723294,0.1751810414863934,0.74375
1,0.3642051880078987,0.22762841534168415,0.14953150352405528,0.10034613655700807,0.15983522713106615,0.29142629317728275,0.2871751240991107,0.8485119047619047,0.4993129785497834,0.33365854142464973,0.2030989356438567,0.11339508370930523,0.20616190646339025,0.27069720280179144,0.1515386766870032,0.7522321428571429
2,0.36531950603465413,0.22932908309228428,0.14940226632855955,0.09734801251963669,0.16341245558375947,0.29621789470726395,0.25416239857589124,0.8452380952380952,0.49665570175435875,0.330754418952638,0.1999135857869035,0.11098188121360318,0.20801621496288242,0.27129803200208386,0.17341337345232513,0.7480654761904761
3,0.36621294258623066,0.23265328059590312,0.15539676984013806,0.10582069089359862,0.1637549448314031,0.29493718011040204,0.33674283313772135,0.8471726190476191,0.5074013157894458,0.33648549679545753,0.2033845670015588,0.11206985613085366,0.20936258072881897,0.27250825349288166,0.1823912019169979,0.7492559523809523
4,0.3569562279970288,0.22687814937482645,0.15247777829264894,0.10526449815033755,0.1620778362268961,0.2987223430922714,0.34217280062704897,0.8467261904761905,0.5011198698579792,0.3353060936277332,0.20641988876135037,0.11685503526318532,0.2076148085257414,0.27337345932939244,0.16225730905197394,0.7416666666666667
5,0.3599722011170599,0.22321934591348058,0.1454639713206397,0.0971685782647198,0.1593927938754947,0.28420037638775486,0.3090152971132792,0.8404761904761905,0.4950868070884757,0.3284008160649692,0.1988118792760304,0.11179198346467843,0.20431231318007914,0.2724163777503661,0.16598585833718016,0.7410714285714286
6,0.36978013010558064,0.23628157738014316,0.15908765854602372,0.11039157972789754,0.1659158313604594,0.3028842020778691,0.39370813766102003,0.8501488095238096,0.49895833333330597,0.3345151663082375,0.20347999951310797,0.11501919725912617,0.21094989902432904,0.26975222997288867,0.1790532475775696,0.7441964285714285
7,0.3621598016690892,0.22730747963651685,0.14969526227828797,0.10053296124670698,0.161844407820571,0.29140916121951865,0.30922260650095185,0.8526785714285714,0.4965460526315517,0.3264207516797625,0.19599386726128315,0.10943142028576591,0.20464250125884173,0.2701569002133694,0.177216717614133,0.7504464285714286
8,0.3665651766502942,0.23294207925343313,0.15493962236054865,0.104522524643054,0.16558777976545233,0.3023783909417758,0.29521275688229426,0.8516369047619048,0.5010964912280427,0.33430403719961227,0.20561095855436762,0.11658010091366393,0.2108651619981525,0.2738930552928281,0.1582371001091446,0.746875
9,0.3720686760034452,0.2372245647940005,0.15903399201692175,0.10860329595734214,0.16658458921051847,0.3021710668049315,0.35018582162747586,0.8510416666666667,0.48804824561400834,0.32535166716298697,0.19845909339405424,0.1105483309375212,0.21000372279073046,0.27005479444158487,0.17683807435947968,0.7491071428571429
10,0.37062418702755834,0.22960404299750298,0.14924020625521262,0.0990344195683019,0.1629444386561413,0.28813878018988875,0.2965332923603493,0.844047619047619,0.4984100877192709,0.3333646337248147,0.20379040534247633,0.11406313365077236,0.21047371569922965,0.27257514203905764,0.17537807705043315,0.746875
11,0.3636809332681084,0.22705459358714833,0.14788862061142022,0.09805173203551219,0.16040298612822626,0.29248883347707094,0.29667489700009675,0.8510416666666667,0.4961622807017272,0.3326960368501829,0.20418578272198168,0.11613561287644272,0.20789004382525428,0.26897296817006927,0.17281642845312165,0.7465773809523809
12,0.37441168713128276,0.23869078331126192,0.15888185904679444,0.10810552584239029,0.16756813958203193,0.30268769592109673,0.35452810066610874,0.8483630952380953,0.4949013157894465,0.3303384792093718,0.202040882270137,0.1135800476006121,0.2093887404532989,0.27250531943692796,0.16937720256997973,0.7486607142857142
13,0.3671216254484146,0.23353531351510304,0.15688340554162633,0.10787581584257845,0.16626334278678054,0.2973804336620042,0.3455192946094681,0.8404761904761905,0.49583333333330615,0.3301846642979129,0.20269731527600304,0.11558042900914142,0.2081737454981459,0.27320168637735553,0.1721433530687457,0.7508928571428571
14,0.36139253493767265,0.22922398389344076,0.15371202451987895,0.10514127669818168,0.16249352060306393,0.295278593903866,0.328426026807564,0.8488095238095238,0.49941730965901526,0.33665915118668643,0.20685315748970023,0.11729779578877168,0.20751890433299255,0.27252018868698896,0.18035968806459207,0.7552083333333334
15,0.3517311079788649,0.21698464806876647,0.14072995159858143,0.09312846894976012,0.15596604240249756,0.2830532495242977,0.2865312282286911,0.841220238095238,0.48100968943625844,0.3172277388098666,0.19037042509682767,0.10576347109549479,0.1997653881610128,0.26567893168555007,0.163457440680567,0.7508928571428571
