,b1,b2,b3,b4,M,R,C,accuracy
0,0.43829805575237774,0.2848303830273276,0.19150376088789384,0.12711305265394052,0.18448151767295404,0.2718514237048038,0.23753210526862228,0.9160714285714285
1,0.42445217412875563,0.2738990107465537,0.18409944146851967,0.12159922974215255,0.17834580404388137,0.27279046309902566,0.2536404064628564,0.90625
2,0.4309789970541724,0.2803967208154462,0.1901212002746845,0.1284741159213354,0.1808285750141159,0.2756402568604507,0.26575726100983477,0.9047619047619048
3,0.43722971249959636,0.2820172787746295,0.1890167740157002,0.12439890943555434,0.18238724672108234,0.2833378906353185,0.2609265641867327,0.912797619047619
4,0.4283573901232808,0.2801701238492849,0.1886643124839275,0.12569222303413236,0.1814660550990394,0.2766292637560527,0.27800330732664674,0.9116071428571428
5,0.4453967637506793,0.29409595281583345,0.2022716272813152,0.13841646325295415,0.18699617933057006,0.282365223114194,0.3126685733997106,0.9023809523809524
6,0.4339285749919761,0.283678505900453,0.19161738955161087,0.1289440493554172,0.18322511117247328,0.2768176341001502,0.2610429391810312,0.9113095238095238
7,0.4410401344677327,0.28542310170690277,0.19359774076455555,0.13037595324473905,0.18578120190826092,0.2759802783679119,0.2763405484799539,0.9071428571428571
8,0.4322727809944323,0.28149265510284127,0.19143635102114426,0.1290317647230302,0.18261636590564018,0.2718933459266078,0.2590436193502917,0.9035714285714286
9,0.447164737767459,0.2931387737107482,0.2009222945691288,0.13811929846893414,0.18825223408673147,0.2764775179803029,0.2918407765456744,0.9080357142857143
10,0.4442594981367145,0.2865989080012927,0.1940217930236434,0.13037369697698298,0.1868904805050361,0.28536133973020755,0.27286777542918517,0.9074404761904762
11,0.4456546826018348,0.2946053989352798,0.20353582470691767,0.13914620499332436,0.18918077111699874,0.2847468911422954,0.29214865928390527,0.9053571428571429
12,0.4586026915048766,0.3019298214333334,0.2070550778773925,0.14066460452116902,0.19293934179608652,0.29147693143138753,0.28544603206255154,0.9083333333333333
13,0.4518591672783706,0.2935789689554951,0.2008367996730336,0.13795615659600638,0.18951722896950984,0.2868142665202638,0.27182300882677296,0.8970238095238096
14,0.42986234637791493,0.28233918836500826,0.19054225711260883,0.1282830187197101,0.18129186932144115,0.2757134959258817,0.28399499528959954,0.9107142857142857
15,0.44188072853933485,0.2937363191515941,0.20338386788805493,0.13970819285568342,0.18724385947827038,0.2808615690614586,0.3069686761581074,0.9080357142857143
16,0.43916893349391367,0.2889730965355672,0.1976598937407353,0.13454811844037343,0.18462097741341865,0.2843394688021913,0.28463297760659795,0.9047619047619048
17,0.44790861797120973,0.2900136091399268,0.19462546342111436,0.12816948074130713,0.18778973124425477,0.2806048364803511,0.2655301284246866,0.9053571428571429
18,0.43054250831842156,0.27715812338683954,0.18532040343625944,0.12258605492064824,0.1795779984582419,0.26980117939075365,0.26595108419877456,0.9026785714285714
19,0.4538172580882427,0.3003246617075625,0.2062660159761044,0.14153436133137184,0.1923949874408141,0.2794182750067689,0.309858789671893,0.9041666666666667
20,0.43141136286056364,0.2823972331742671,0.19607675529911633,0.13796318699967983,0.18321021035009794,0.2809141734590861,0.28513249706944993,0.899702380952381
21,0.4655968213471996,0.3027989818620743,0.20657952311290875,0.13865152113270643,0.1932172174867119,0.2844917219133263,0.28964369549723046,0.9116071428571428
22,0.4250729430444645,0.27242762703366497,0.18258851004786364,0.12065715645936335,0.17593282760121606,0.26645637189348187,0.28539499808339175,0.9089285714285714
23,0.43256706849625437,0.2825747698038665,0.1916257723603837,0.12994996529111308,0.18133723908221452,0.2810377925450352,0.2482823556239263,0.8961309523809524
24,0.4269367929826304,0.2785185521439992,0.18814798245100803,0.125776995080456,0.18090612101773615,0.2750665002051873,0.30209701878063444,0.9041666666666667
25,0.4245109479786746,0.2771704477922688,0.18926423481901103,0.12731556178040987,0.17872138717116667,0.2713284190164535,0.23868196344440956,0.90625
26,0.42819838950848993,0.28055389978332423,0.19187594662449958,0.13027036855477145,0.18151170321785076,0.27317140508990057,0.26197331809224705,0.9122023809523809
27,0.438052740987113,0.28630824542596844,0.19522514906944957,0.13476884692705196,0.18620406411797114,0.276672714596175,0.31345017290519406,0.9056547619047619
28,0.4453170743681102,0.2888503458520396,0.19424810587695138,0.1286852832955402,0.1857128099510175,0.2732194285438626,0.3056369053363868,0.9133928571428571
29,0.47066451356151456,0.3102278950053785,0.21571421847782432,0.14949282973375042,0.19722411688680608,0.2834380835161674,0.2894738765384985,0.9116071428571428
30,0.4363151011998407,0.28449276580080235,0.1938421822737437,0.13048826904509228,0.18286014813196552,0.27392444038135094,0.28681137983554833,0.9023809523809524
31,0.4548551873899993,0.30085564881655863,0.20773062780032278,0.14309763319293864,0.19174111457891796,0.2837407146324319,0.30560651537579975,0.9020833333333333
32,0.45907483725904547,0.30066365998600647,0.20538888745675896,0.13913912808724607,0.19168370797228973,0.2862154292431518,0.3084267391976619,0.9050595238095238
33,0.4560219022746923,0.2984988392294984,0.20365271558116826,0.13939546103500225,0.19069442415234064,0.28650990025773776,0.2843833781880155,0.9122023809523809
34,0.4318583157981484,0.2804297546854618,0.1899351119332928,0.1281636038102045,0.1806699490476512,0.27376121655025876,0.2795605258157617,0.906547619047619
35,0.434903445942502,0.2858560231042224,0.1941139571109544,0.13104463910596048,0.18501562277930747,0.27825140730385656,0.3050479599229237,0.9107142857142857
36,0.45071766119643225,0.29911452486198187,0.20792331236994152,0.1440398385880127,0.19063063991799417,0.28130539828520473,0.3182738419269257,0.9020833333333333
37,0.44066060781258554,0.2910455147135765,0.20006600458444038,0.1372684143724194,0.1848143424872147,0.280603502733613,0.27645135463810006,0.9044642857142857
38,0.4401018930432859,0.29370012932929646,0.20194525272961572,0.13822545411253886,0.18638724303275273,0.2889567897949244,0.2724897618991316,0.9056547619047619
39,0.4232979750294494,0.273906251843936,0.18221036371755447,0.11950106771105218,0.17885301360417483,0.27013674079006705,0.22152474483389775,0.9041666666666667
40,0.43568274861074063,0.2821171172897873,0.1924524176724756,0.13126639869850754,0.18261521001931885,0.27592498156223305,0.2525271722996031,0.9038690476190476
41,0.45174778961820833,0.2936309226994462,0.19993213320823733,0.1343981937050942,0.19026873264117983,0.28839201940479925,0.2937610362807669,0.9113095238095238
42,0.4507548338159802,0.29711867951338466,0.2012707186129177,0.13379691635398086,0.19041407999750798,0.2907976303208077,0.2747023162174546,0.9071428571428571
43,0.4395178676752294,0.29048586058284864,0.19879017868170276,0.13592475835092832,0.18710911332002414,0.28944851390117055,0.27702052818370004,0.9068452380952381
44,0.4389967007981837,0.2859704274991376,0.19464994579918216,0.13138857500174386,0.1833623471250957,0.2846457277179127,0.27221757649095607,0.9092261904761905
45,0.4263382844802294,0.2783987322893009,0.1909479564753094,0.13104859172362304,0.1793924002120298,0.27598631438237325,0.2848631408429462,0.9014880952380953
46,0.44497994660329104,0.29186367988282474,0.19777775850539162,0.13281549805117343,0.1882943332356961,0.2853109703954978,0.2598919187591567,0.9056547619047619
47,0.4254881279926914,0.276559309292034,0.1867193751340181,0.12433842476430526,0.1813061119692604,0.2679512131493201,0.31234013036269054,0.9017857142857143
48,0.4525545764975533,0.29597916694756526,0.20361281442106213,0.14085656774454786,0.19004852708477013,0.2844454920210579,0.3283734273426706,0.9107142857142857
